Scenario,Algorithm,Grid,Uncovered%,Win,Initial Uncovered%,DifferenceUncovered%
"(16, 30, 150)",Abel 16x16 750 100k,5,1.4583333333333333,0,0.2083333333333333,1.25
"(16, 30, 150)",Abel 4x4 100k 100,5,2.5,0,0.2083333333333333,2.2916666666666665
"(16, 30, 150)",Abel 8x8 10k 1k,5,2.2916666666666665,0,0.2083333333333333,2.083333333333333
"(16, 30, 150)",Kane + MCTS,5,1.6666666666666667,0,0.2083333333333333,1.4583333333333337
"(16, 30, 150)",Abel 16x16 2000 10k,6,2.083333333333333,0,1.875,0.208333333333333
"(16, 30, 150)",Abel 16x16 750 100k,6,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 150)",Abel 4x4 100k 100,6,8.958333333333334,0,1.875,7.083333333333334
"(16, 30, 150)",Abel 8x8 10k 1k,6,7.5,0,1.875,5.625
"(16, 30, 150)",Kane + MCTS,6,2.5,0,1.875,0.625
"(16, 30, 150)",Abel 16x16 2000 10k,7,2.083333333333333,0,1.875,0.208333333333333
"(16, 30, 150)",Abel 16x16 750 100k,7,2.083333333333333,0,1.875,0.208333333333333
"(16, 30, 150)",Abel 4x4 100k 100,7,42.70833333333333,0,1.875,40.83333333333333
"(16, 30, 150)",Abel 8x8 10k 1k,7,42.5,0,1.875,40.625
"(16, 30, 150)",Kane + MCTS,7,42.29166666666666,0,1.875,40.41666666666666
"(16, 30, 150)",Abel 16x16 2000 10k,8,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 750 100k,8,2.5,0,1.25,1.25
"(16, 30, 150)",Abel 4x4 100k 100,8,8.75,0,1.25,7.5
"(16, 30, 150)",Abel 8x8 10k 1k,8,8.541666666666666,0,1.25,7.291666666666666
"(16, 30, 150)",Kane + MCTS,8,7.5,0,1.25,6.25
"(16, 30, 150)",Abel 16x16 2000 10k,9,2.708333333333333,0,0.2083333333333333,2.5
"(16, 30, 150)",Abel 16x16 750 100k,9,0.625,0,0.2083333333333333,0.4166666666666667
"(16, 30, 150)",Abel 4x4 100k 100,9,1.875,0,0.2083333333333333,1.6666666666666667
"(16, 30, 150)",Abel 8x8 10k 1k,9,1.4583333333333333,0,0.2083333333333333,1.25
"(16, 30, 150)",Kane + MCTS,9,0.8333333333333334,0,0.2083333333333333,0.6250000000000001
"(16, 30, 150)",Abel 16x16 2000 10k,10,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 150)",Abel 16x16 750 100k,10,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 150)",Abel 4x4 100k 100,10,3.5416666666666665,0,1.25,2.2916666666666665
"(16, 30, 150)",Abel 8x8 10k 1k,10,1.875,0,1.25,0.625
"(16, 30, 150)",Kane + MCTS,10,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 2000 10k,11,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 150)",Abel 16x16 750 100k,11,5.833333333333333,0,1.875,3.958333333333333
"(16, 30, 150)",Abel 4x4 100k 100,11,3.125,0,1.875,1.25
"(16, 30, 150)",Abel 8x8 10k 1k,11,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 150)",Kane + MCTS,11,2.5,0,1.875,0.625
"(16, 30, 150)",Abel 16x16 2000 10k,12,3.333333333333333,0,1.25,2.083333333333333
"(16, 30, 150)",Abel 16x16 750 100k,12,3.5416666666666665,0,1.25,2.2916666666666665
"(16, 30, 150)",Abel 4x4 100k 100,12,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 150)",Abel 8x8 10k 1k,12,1.875,0,1.25,0.625
"(16, 30, 150)",Kane + MCTS,12,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 2000 10k,13,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 150)",Abel 16x16 750 100k,13,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 150)",Abel 4x4 100k 100,13,6.041666666666667,0,1.875,4.166666666666667
"(16, 30, 150)",Abel 8x8 10k 1k,13,5.0,0,1.875,3.125
"(16, 30, 150)",Kane + MCTS,13,2.2916666666666665,0,1.875,0.4166666666666665
"(16, 30, 150)",Abel 16x16 2000 10k,14,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 750 100k,14,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 4x4 100k 100,14,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 150)",Abel 8x8 10k 1k,14,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 150)",Kane + MCTS,14,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 2000 10k,15,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 750 100k,15,3.5416666666666665,0,1.25,2.2916666666666665
"(16, 30, 150)",Abel 4x4 100k 100,15,5.625,0,1.25,4.375
"(16, 30, 150)",Abel 8x8 10k 1k,15,4.583333333333333,0,1.25,3.333333333333333
"(16, 30, 150)",Kane + MCTS,15,3.75,0,1.25,2.5
"(16, 30, 150)",Abel 16x16 2000 10k,16,3.958333333333333,0,1.6666666666666667,2.291666666666666
"(16, 30, 150)",Abel 16x16 750 100k,16,2.2916666666666665,0,1.6666666666666667,0.6249999999999998
"(16, 30, 150)",Abel 4x4 100k 100,16,5.833333333333333,0,1.6666666666666667,4.166666666666666
"(16, 30, 150)",Abel 8x8 10k 1k,16,3.5416666666666665,0,1.6666666666666667,1.875
"(16, 30, 150)",Kane + MCTS,16,1.875,0,1.6666666666666667,0.2083333333333332
"(16, 30, 150)",Abel 16x16 2000 10k,17,2.2916666666666665,0,1.875,0.4166666666666665
"(16, 30, 150)",Abel 16x16 750 100k,17,2.2916666666666665,0,1.875,0.4166666666666665
"(16, 30, 150)",Abel 4x4 100k 100,17,81.04166666666667,0,1.875,79.16666666666667
"(16, 30, 150)",Abel 8x8 10k 1k,17,81.04166666666667,0,1.875,79.16666666666667
"(16, 30, 150)",Kane + MCTS,17,80.83333333333333,1,1.875,78.95833333333333
"(16, 30, 150)",Abel 16x16 2000 10k,18,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 150)",Abel 16x16 750 100k,18,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 150)",Abel 4x4 100k 100,18,4.166666666666666,0,1.25,2.916666666666666
"(16, 30, 150)",Abel 8x8 10k 1k,18,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 150)",Kane + MCTS,18,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 150)",Abel 16x16 2000 10k,19,2.5,0,1.875,0.625
"(16, 30, 150)",Abel 16x16 750 100k,19,3.333333333333333,0,1.875,1.458333333333333
"(16, 30, 150)",Abel 4x4 100k 100,19,5.625,0,1.875,3.75
"(16, 30, 150)",Abel 8x8 10k 1k,19,3.75,0,1.875,1.875
"(16, 30, 150)",Kane + MCTS,19,2.083333333333333,0,1.875,0.208333333333333
"(16, 30, 150)",Abel 16x16 2000 10k,20,3.333333333333333,0,1.25,2.083333333333333
"(16, 30, 150)",Abel 16x16 750 100k,20,3.75,0,1.25,2.5
"(16, 30, 150)",Abel 4x4 100k 100,20,6.25,0,1.25,5.0
"(16, 30, 150)",Abel 8x8 10k 1k,20,4.166666666666666,0,1.25,2.916666666666666
"(16, 30, 150)",Kane + MCTS,20,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 20)",Abel 16x16 2000 10k,1,93.75,0,93.54166666666669,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,1,93.95833333333331,0,93.54166666666669,0.4166666666666287
"(16, 30, 20)",Abel 4x4 100k 100,1,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Abel 8x8 10k 1k,1,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Kane + MCTS,1,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,2,94.79166666666666,0,94.58333333333331,0.2083333333333428
"(16, 30, 20)",Abel 16x16 750 100k,2,94.79166666666666,0,94.58333333333331,0.2083333333333428
"(16, 30, 20)",Abel 4x4 100k 100,2,95.83333333333334,1,94.58333333333331,1.2500000000000284
"(16, 30, 20)",Abel 8x8 10k 1k,2,95.83333333333334,1,94.58333333333331,1.2500000000000284
"(16, 30, 20)",Kane + MCTS,2,95.83333333333334,1,94.58333333333331,1.2500000000000284
"(16, 30, 20)",Abel 16x16 2000 10k,3,93.75,0,93.54166666666669,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,3,93.75,0,93.54166666666669,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,3,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Abel 8x8 10k 1k,3,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Kane + MCTS,3,95.83333333333334,1,93.54166666666669,2.291666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,4,90.41666666666669,0,90.20833333333331,0.2083333333333712
"(16, 30, 20)",Abel 16x16 750 100k,4,90.83333333333331,0,90.20833333333331,0.625
"(16, 30, 20)",Abel 4x4 100k 100,4,95.83333333333334,1,90.20833333333331,5.625000000000028
"(16, 30, 20)",Abel 8x8 10k 1k,4,95.83333333333334,1,90.20833333333331,5.625000000000028
"(16, 30, 20)",Kane + MCTS,4,95.83333333333334,1,90.20833333333331,5.625000000000028
"(16, 30, 20)",Abel 16x16 2000 10k,5,93.54166666666669,0,89.58333333333334,3.958333333333343
"(16, 30, 20)",Abel 16x16 750 100k,5,93.33333333333331,0,89.58333333333334,3.749999999999972
"(16, 30, 20)",Abel 4x4 100k 100,5,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Abel 8x8 10k 1k,5,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Kane + MCTS,5,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Abel 16x16 2000 10k,6,92.5,0,92.29166666666669,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,6,93.95833333333331,0,92.29166666666669,1.6666666666666288
"(16, 30, 20)",Abel 4x4 100k 100,6,95.83333333333334,1,92.29166666666669,3.541666666666657
"(16, 30, 20)",Abel 8x8 10k 1k,6,95.83333333333334,1,92.29166666666669,3.541666666666657
"(16, 30, 20)",Kane + MCTS,6,95.83333333333334,1,92.29166666666669,3.541666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,7,94.79166666666666,0,94.375,0.4166666666666572
"(16, 30, 20)",Abel 16x16 750 100k,7,94.58333333333331,0,94.375,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,7,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Abel 8x8 10k 1k,7,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Kane + MCTS,7,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Abel 16x16 2000 10k,8,91.45833333333331,0,90.83333333333331,0.625
"(16, 30, 20)",Abel 16x16 750 100k,8,91.45833333333331,0,90.83333333333331,0.625
"(16, 30, 20)",Abel 4x4 100k 100,8,95.83333333333334,1,90.83333333333331,5.000000000000028
"(16, 30, 20)",Abel 8x8 10k 1k,8,95.83333333333334,1,90.83333333333331,5.000000000000028
"(16, 30, 20)",Kane + MCTS,8,95.83333333333334,1,90.83333333333331,5.000000000000028
"(16, 30, 20)",Abel 16x16 2000 10k,9,87.08333333333333,0,86.875,0.2083333333333286
"(16, 30, 20)",Abel 16x16 750 100k,9,94.16666666666669,0,86.875,7.291666666666686
"(16, 30, 20)",Abel 4x4 100k 100,9,95.83333333333334,1,86.875,8.958333333333343
"(16, 30, 20)",Abel 8x8 10k 1k,9,95.83333333333334,1,86.875,8.958333333333343
"(16, 30, 20)",Kane + MCTS,9,95.83333333333334,1,86.875,8.958333333333343
"(16, 30, 20)",Abel 16x16 2000 10k,10,92.91666666666669,0,11.875,81.04166666666669
"(16, 30, 20)",Abel 16x16 750 100k,10,92.91666666666669,0,11.875,81.04166666666669
"(16, 30, 20)",Abel 4x4 100k 100,10,95.83333333333334,1,11.875,83.95833333333334
"(16, 30, 20)",Abel 8x8 10k 1k,10,95.83333333333334,1,11.875,83.95833333333334
"(16, 30, 20)",Kane + MCTS,10,95.83333333333334,1,11.875,83.95833333333334
"(16, 30, 20)",Abel 16x16 2000 10k,11,93.33333333333331,0,92.91666666666669,0.4166666666666287
"(16, 30, 20)",Abel 16x16 750 100k,11,93.125,0,92.91666666666669,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,11,95.83333333333334,1,92.91666666666669,2.916666666666657
"(16, 30, 20)",Abel 8x8 10k 1k,11,95.83333333333334,1,92.91666666666669,2.916666666666657
"(16, 30, 20)",Kane + MCTS,11,95.83333333333334,1,92.91666666666669,2.916666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,12,88.75,0,88.54166666666666,0.2083333333333428
"(16, 30, 20)",Abel 16x16 750 100k,12,94.16666666666669,0,88.54166666666666,5.625000000000028
"(16, 30, 20)",Abel 4x4 100k 100,12,95.83333333333334,1,88.54166666666666,7.291666666666686
"(16, 30, 20)",Abel 8x8 10k 1k,12,95.83333333333334,1,88.54166666666666,7.291666666666686
"(16, 30, 20)",Kane + MCTS,12,95.83333333333334,1,88.54166666666666,7.291666666666686
"(16, 30, 20)",Abel 16x16 2000 10k,13,94.79166666666666,0,94.375,0.4166666666666572
"(16, 30, 20)",Abel 16x16 750 100k,13,94.58333333333331,0,94.375,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,13,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Abel 8x8 10k 1k,13,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Kane + MCTS,13,95.83333333333334,1,94.375,1.4583333333333428
"(16, 30, 20)",Abel 16x16 2000 10k,14,95.0,0,89.58333333333334,5.416666666666657
"(16, 30, 20)",Abel 16x16 750 100k,14,90.20833333333331,0,89.58333333333334,0.6249999999999716
"(16, 30, 20)",Abel 4x4 100k 100,14,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Abel 8x8 10k 1k,14,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Kane + MCTS,14,95.83333333333334,1,89.58333333333334,6.25
"(16, 30, 20)",Abel 16x16 2000 10k,15,92.70833333333334,0,92.5,0.2083333333333428
"(16, 30, 20)",Abel 16x16 750 100k,15,92.70833333333334,0,92.5,0.2083333333333428
"(16, 30, 20)",Abel 4x4 100k 100,15,95.83333333333334,1,92.5,3.333333333333343
"(16, 30, 20)",Abel 8x8 10k 1k,15,95.83333333333334,1,92.5,3.333333333333343
"(16, 30, 20)",Kane + MCTS,15,95.83333333333334,1,92.5,3.333333333333343
"(16, 30, 20)",Abel 16x16 2000 10k,16,93.125,0,92.91666666666669,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,16,93.54166666666669,0,92.91666666666669,0.625
"(16, 30, 20)",Abel 4x4 100k 100,16,96.04166666666669,0,92.91666666666669,3.125
"(16, 30, 20)",Abel 8x8 10k 1k,16,96.04166666666669,0,92.91666666666669,3.125
"(16, 30, 20)",Kane + MCTS,16,95.83333333333334,1,92.91666666666669,2.916666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,17,90.625,0,90.41666666666669,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,17,90.625,0,90.41666666666669,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,17,95.83333333333334,1,90.41666666666669,5.416666666666657
"(16, 30, 20)",Abel 8x8 10k 1k,17,95.83333333333334,1,90.41666666666669,5.416666666666657
"(16, 30, 20)",Kane + MCTS,17,95.83333333333334,1,90.41666666666669,5.416666666666657
"(16, 30, 20)",Abel 16x16 2000 10k,18,93.95833333333331,0,6.666666666666667,87.29166666666664
"(16, 30, 20)",Abel 16x16 750 100k,18,93.95833333333331,0,6.666666666666667,87.29166666666664
"(16, 30, 20)",Abel 4x4 100k 100,18,95.83333333333334,1,6.666666666666667,89.16666666666667
"(16, 30, 20)",Abel 8x8 10k 1k,18,95.83333333333334,1,6.666666666666667,89.16666666666667
"(16, 30, 20)",Kane + MCTS,18,95.83333333333334,1,6.666666666666667,89.16666666666667
"(16, 30, 20)",Abel 16x16 2000 10k,19,91.66666666666666,0,91.45833333333331,0.2083333333333428
"(16, 30, 20)",Abel 16x16 750 100k,19,91.66666666666666,0,91.45833333333331,0.2083333333333428
"(16, 30, 20)",Abel 4x4 100k 100,19,95.83333333333334,1,91.45833333333331,4.375000000000028
"(16, 30, 20)",Abel 8x8 10k 1k,19,95.83333333333334,1,91.45833333333331,4.375000000000028
"(16, 30, 20)",Kane + MCTS,19,95.83333333333334,1,91.45833333333331,4.375000000000028
"(16, 30, 20)",Abel 16x16 2000 10k,20,93.33333333333331,0,93.125,0.2083333333333143
"(16, 30, 20)",Abel 16x16 750 100k,20,93.33333333333331,0,93.125,0.2083333333333143
"(16, 30, 20)",Abel 4x4 100k 100,20,95.83333333333334,1,93.125,2.708333333333343
"(16, 30, 20)",Abel 8x8 10k 1k,20,95.83333333333334,1,93.125,2.708333333333343
"(16, 30, 20)",Kane + MCTS,20,95.83333333333334,1,93.125,2.708333333333343
"(16, 30, 99)",Abel 16x16 2000 10k,1,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 99)",Abel 16x16 750 100k,1,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 99)",Abel 4x4 100k 100,1,3.333333333333333,0,1.25,2.083333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,1,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 99)",Kane + MCTS,1,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 16x16 2000 10k,2,3.958333333333333,0,1.25,2.708333333333333
"(16, 30, 99)",Abel 16x16 750 100k,2,1.875,0,1.25,0.625
"(16, 30, 99)",Abel 4x4 100k 100,2,5.833333333333333,0,1.25,4.583333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,2,2.5,0,1.25,1.25
"(16, 30, 99)",Kane + MCTS,2,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 99)",Abel 16x16 2000 10k,3,3.5416666666666665,0,3.125,0.4166666666666665
"(16, 30, 99)",Abel 16x16 750 100k,3,3.958333333333333,0,3.125,0.833333333333333
"(16, 30, 99)",Abel 4x4 100k 100,3,7.708333333333334,0,3.125,4.583333333333334
"(16, 30, 99)",Abel 8x8 10k 1k,3,6.666666666666667,0,3.125,3.541666666666667
"(16, 30, 99)",Kane + MCTS,3,4.375,0,3.125,1.25
"(16, 30, 99)",Abel 16x16 2000 10k,4,3.125,0,1.6666666666666667,1.4583333333333333
"(16, 30, 99)",Abel 16x16 750 100k,4,3.333333333333333,0,1.6666666666666667,1.6666666666666663
"(16, 30, 99)",Abel 4x4 100k 100,4,3.5416666666666665,0,1.6666666666666667,1.875
"(16, 30, 99)",Abel 8x8 10k 1k,4,2.708333333333333,0,1.6666666666666667,1.0416666666666663
"(16, 30, 99)",Kane + MCTS,4,2.2916666666666665,0,1.6666666666666667,0.6249999999999998
"(16, 30, 99)",Abel 16x16 2000 10k,5,1.6666666666666667,0,0.2083333333333333,1.4583333333333337
"(16, 30, 99)",Abel 16x16 750 100k,5,1.6666666666666667,0,0.2083333333333333,1.4583333333333337
"(16, 30, 99)",Abel 4x4 100k 100,5,2.083333333333333,0,0.2083333333333333,1.875
"(16, 30, 99)",Abel 8x8 10k 1k,5,1.875,0,0.2083333333333333,1.6666666666666667
"(16, 30, 99)",Kane + MCTS,5,1.4583333333333333,0,0.2083333333333333,1.25
"(16, 30, 99)",Abel 16x16 2000 10k,6,3.333333333333333,0,1.875,1.458333333333333
"(16, 30, 99)",Abel 16x16 750 100k,6,3.333333333333333,0,1.875,1.458333333333333
"(16, 30, 99)",Abel 4x4 100k 100,6,4.583333333333333,0,1.875,2.708333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,6,4.375,0,1.875,2.5
"(16, 30, 99)",Kane + MCTS,6,3.75,0,1.875,1.875
"(16, 30, 99)",Abel 16x16 2000 10k,7,2.708333333333333,0,1.875,0.833333333333333
"(16, 30, 99)",Abel 16x16 750 100k,7,2.9166666666666665,0,1.875,1.0416666666666663
"(16, 30, 99)",Abel 4x4 100k 100,7,4.583333333333333,0,1.875,2.708333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,7,4.375,0,1.875,2.5
"(16, 30, 99)",Kane + MCTS,7,4.166666666666666,0,1.875,2.291666666666666
"(16, 30, 99)",Abel 16x16 2000 10k,8,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 99)",Abel 16x16 750 100k,8,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 99)",Abel 4x4 100k 100,8,5.416666666666667,0,1.25,4.166666666666667
"(16, 30, 99)",Abel 8x8 10k 1k,8,5.0,0,1.25,3.75
"(16, 30, 99)",Kane + MCTS,8,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 99)",Abel 16x16 2000 10k,9,0.625,0,0.2083333333333333,0.4166666666666667
"(16, 30, 99)",Abel 16x16 750 100k,9,0.625,0,0.2083333333333333,0.4166666666666667
"(16, 30, 99)",Abel 4x4 100k 100,9,2.2916666666666665,0,0.2083333333333333,2.083333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,9,1.875,0,0.2083333333333333,1.6666666666666667
"(16, 30, 99)",Kane + MCTS,9,0.8333333333333334,0,0.2083333333333333,0.6250000000000001
"(16, 30, 99)",Abel 16x16 2000 10k,10,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 99)",Abel 16x16 750 100k,10,3.125,0,1.25,1.875
"(16, 30, 99)",Abel 4x4 100k 100,10,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 99)",Abel 8x8 10k 1k,10,2.083333333333333,0,1.25,0.833333333333333
"(16, 30, 99)",Kane + MCTS,10,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 16x16 2000 10k,11,4.791666666666667,0,1.875,2.916666666666667
"(16, 30, 99)",Abel 16x16 750 100k,11,3.5416666666666665,0,1.875,1.6666666666666663
"(16, 30, 99)",Abel 4x4 100k 100,11,4.166666666666666,0,1.875,2.291666666666666
"(16, 30, 99)",Abel 8x8 10k 1k,11,3.5416666666666665,0,1.875,1.6666666666666663
"(16, 30, 99)",Kane + MCTS,11,2.9166666666666665,0,1.875,1.0416666666666663
"(16, 30, 99)",Abel 16x16 2000 10k,12,5.0,0,1.25,3.75
"(16, 30, 99)",Abel 16x16 750 100k,12,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 4x4 100k 100,12,5.0,0,1.25,3.75
"(16, 30, 99)",Abel 8x8 10k 1k,12,2.708333333333333,0,1.25,1.458333333333333
"(16, 30, 99)",Kane + MCTS,12,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 16x16 2000 10k,13,2.2916666666666665,0,1.875,0.4166666666666665
"(16, 30, 99)",Abel 16x16 750 100k,13,2.9166666666666665,0,1.875,1.0416666666666663
"(16, 30, 99)",Abel 4x4 100k 100,13,5.0,0,1.875,3.125
"(16, 30, 99)",Abel 8x8 10k 1k,13,2.5,0,1.875,0.625
"(16, 30, 99)",Kane + MCTS,13,2.2916666666666665,0,1.875,0.4166666666666665
"(16, 30, 99)",Abel 16x16 2000 10k,14,2.708333333333333,0,1.25,1.458333333333333
"(16, 30, 99)",Abel 16x16 750 100k,14,2.2916666666666665,0,1.25,1.0416666666666663
"(16, 30, 99)",Abel 4x4 100k 100,14,3.333333333333333,0,1.25,2.083333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,14,1.875,0,1.25,0.625
"(16, 30, 99)",Kane + MCTS,14,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 99)",Abel 16x16 2000 10k,15,2.708333333333333,0,1.25,1.458333333333333
"(16, 30, 99)",Abel 16x16 750 100k,15,3.5416666666666665,0,1.25,2.2916666666666665
"(16, 30, 99)",Abel 4x4 100k 100,15,3.125,0,1.25,1.875
"(16, 30, 99)",Abel 8x8 10k 1k,15,2.708333333333333,0,1.25,1.458333333333333
"(16, 30, 99)",Kane + MCTS,15,2.5,0,1.25,1.25
"(16, 30, 99)",Abel 16x16 2000 10k,16,2.2916666666666665,0,1.6666666666666667,0.6249999999999998
"(16, 30, 99)",Abel 16x16 750 100k,16,1.875,0,1.6666666666666667,0.2083333333333332
"(16, 30, 99)",Abel 4x4 100k 100,16,3.75,0,1.6666666666666667,2.083333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,16,3.125,0,1.6666666666666667,1.4583333333333333
"(16, 30, 99)",Kane + MCTS,16,1.875,0,1.6666666666666667,0.2083333333333332
"(16, 30, 99)",Abel 16x16 2000 10k,17,2.5,0,1.875,0.625
"(16, 30, 99)",Abel 16x16 750 100k,17,3.75,0,1.875,1.875
"(16, 30, 99)",Abel 4x4 100k 100,17,81.04166666666667,0,1.875,79.16666666666667
"(16, 30, 99)",Abel 8x8 10k 1k,17,81.04166666666667,0,1.875,79.16666666666667
"(16, 30, 99)",Kane + MCTS,17,80.83333333333333,1,1.875,78.95833333333333
"(16, 30, 99)",Abel 16x16 2000 10k,18,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 16x16 750 100k,18,5.833333333333333,0,1.25,4.583333333333333
"(16, 30, 99)",Abel 4x4 100k 100,18,80.83333333333333,0,1.25,79.58333333333333
"(16, 30, 99)",Abel 8x8 10k 1k,18,80.83333333333333,0,1.25,79.58333333333333
"(16, 30, 99)",Kane + MCTS,18,80.625,1,1.25,79.375
"(16, 30, 99)",Abel 16x16 2000 10k,19,4.166666666666666,0,1.875,2.291666666666666
"(16, 30, 99)",Abel 16x16 750 100k,19,3.75,0,1.875,1.875
"(16, 30, 99)",Abel 4x4 100k 100,19,3.5416666666666665,0,1.875,1.6666666666666663
"(16, 30, 99)",Abel 8x8 10k 1k,19,3.333333333333333,0,1.875,1.458333333333333
"(16, 30, 99)",Kane + MCTS,19,2.083333333333333,0,1.875,0.208333333333333
"(16, 30, 99)",Abel 16x16 2000 10k,20,1.6666666666666667,0,1.25,0.4166666666666667
"(16, 30, 99)",Abel 16x16 750 100k,20,1.4583333333333333,0,1.25,0.2083333333333332
"(16, 30, 99)",Abel 4x4 100k 100,20,2.9166666666666665,0,1.25,1.6666666666666663
"(16, 30, 99)",Abel 8x8 10k 1k,20,2.708333333333333,0,1.25,1.458333333333333
"(16, 30, 99)",Kane + MCTS,20,2.083333333333333,0,1.25,0.833333333333333
"(8, 8, 10)",Abel 16x16 2000 10k,1,25.0,0,9.375,15.625
"(8, 8, 10)",Abel 16x16 750 100k,1,65.625,0,9.375,56.25
"(8, 8, 10)",Abel 4x4 100k 100,1,20.3125,0,9.375,10.9375
"(8, 8, 10)",Abel 8x8 10k 1k,1,12.5,0,9.375,3.125
"(8, 8, 10)",Kane + MCTS,1,10.9375,0,9.375,1.5625
"(8, 8, 10)",Abel 16x16 2000 10k,2,39.0625,0,34.375,4.6875
"(8, 8, 10)",Abel 16x16 750 100k,2,37.5,0,34.375,3.125
"(8, 8, 10)",Abel 4x4 100k 100,2,57.8125,0,34.375,23.4375
"(8, 8, 10)",Abel 8x8 10k 1k,2,53.125,0,34.375,18.75
"(8, 8, 10)",Kane + MCTS,2,51.5625,0,34.375,17.1875
"(8, 8, 10)",Abel 16x16 2000 10k,3,21.875,0,9.375,12.5
"(8, 8, 10)",Abel 16x16 750 100k,3,35.9375,0,9.375,26.5625
